"highwayThing","streetName"
"http://linkedgeodata.org/triplify/way16780119","Pichts Hof"
"http://linkedgeodata.org/triplify/way16780120","Warburger Straße"
"http://linkedgeodata.org/triplify/way16782675","Pohlweg"
"http://linkedgeodata.org/triplify/way16782676","Pohlweg"
"http://linkedgeodata.org/triplify/way16782679","Pohlweg"
"http://linkedgeodata.org/triplify/way16944280","Archenholdweg"
"http://linkedgeodata.org/triplify/way16944288","Arnold-Schlüter-Weg"
"http://linkedgeodata.org/triplify/way16944290","August-Potthast-Weg"
"http://linkedgeodata.org/triplify/way16944293","Güldenpfennigweg"
"http://linkedgeodata.org/triplify/way16944295","Paul-Michels-Weg"
"http://linkedgeodata.org/triplify/way16944296","Paul-Michels-Weg"
"http://linkedgeodata.org/triplify/way16944300","Hüfferweg"
"http://linkedgeodata.org/triplify/way16944302","Spanckenweg"
"http://linkedgeodata.org/triplify/way16944303","Waldeyerweg"
"http://linkedgeodata.org/triplify/way16944305","Lichtenturmweg"
"http://linkedgeodata.org/triplify/way17093080","Im Lichtenfelde"
"http://linkedgeodata.org/triplify/way17093082","Steinheimer Weg"
"http://linkedgeodata.org/triplify/way17093083","Nieheimer Weg"
"http://linkedgeodata.org/triplify/way17093085","Schwaneyer Weg"
"http://linkedgeodata.org/triplify/way17093094","Scherfeder Straße"
"http://linkedgeodata.org/triplify/way17093096","Gehrdener Weg"
"http://linkedgeodata.org/triplify/way17093097","Neuenheerser Weg"
"http://linkedgeodata.org/triplify/way17093099","Herbramer Weg"
"http://linkedgeodata.org/triplify/way17093100","Attelner Weg"
"http://linkedgeodata.org/triplify/way17093101","Holtheimer Weg"
"http://linkedgeodata.org/triplify/way17093103","Kleinenberger Weg"
"http://linkedgeodata.org/triplify/way17093108","Dörenhagener Weg"
"http://linkedgeodata.org/triplify/way17093109","Rimbecker Weg"
"http://linkedgeodata.org/triplify/way17093111","Vinsebecker Weg"
"http://linkedgeodata.org/triplify/way17093114","Brakeler Straße"
"http://linkedgeodata.org/triplify/way17093116","Auf der Lieth"
"http://linkedgeodata.org/triplify/way17093117","Auf der Lieth"
"http://linkedgeodata.org/triplify/way17093798","Driburger Straße"
"http://linkedgeodata.org/triplify/way17093799","Driburger Straße"
"http://linkedgeodata.org/triplify/way17259478","Backhorn"
"http://linkedgeodata.org/triplify/way17259479","Schulze-Delitzsch-Straße"
"http://linkedgeodata.org/triplify/way17259481","Agathastraße"
"http://linkedgeodata.org/triplify/way17259482","Benhauser Straße"
"http://linkedgeodata.org/triplify/way17269191","Querweg"
"http://linkedgeodata.org/triplify/way17269192","Brigittenstraße"
"http://linkedgeodata.org/triplify/way17269193","Querweg"
"http://linkedgeodata.org/triplify/way17269194","Querweg"
"http://linkedgeodata.org/triplify/way17269195","Querweg"
"http://linkedgeodata.org/triplify/way17269197","Im Samtfelde"
"http://linkedgeodata.org/triplify/way17269198","Im Samtfelde"
"http://linkedgeodata.org/triplify/way17509026","Auf der Lieth"
"http://linkedgeodata.org/triplify/way17509029","Liethberg"
"http://linkedgeodata.org/triplify/way17509032","Weinberg"
"http://linkedgeodata.org/triplify/way17509034","Immenberg"
"http://linkedgeodata.org/triplify/way17509035","Hasenberg"
"http://linkedgeodata.org/triplify/way17509037","Ottenhauser Weg"
"http://linkedgeodata.org/triplify/way17509039","Oeynhauser Weg"
"http://linkedgeodata.org/triplify/way17509042","Oeynhauser Weg"
"http://linkedgeodata.org/triplify/way17509044","Merlsheimer Weg"
"http://linkedgeodata.org/triplify/way17509045","Himmighauser Weg"
"http://linkedgeodata.org/triplify/way17509047","Sandebecker Weg"
"http://linkedgeodata.org/triplify/way17509049","Dahler Weg"
"http://linkedgeodata.org/triplify/way17509050","Dahler Weg"
"http://linkedgeodata.org/triplify/way17510107","Fölsener Weg"
"http://linkedgeodata.org/triplify/way17510109","Frohnhauser Weg"
"http://linkedgeodata.org/triplify/way17510110","Daseburger Weg"
"http://linkedgeodata.org/triplify/way17510111","Borlinghauser Weg"
"http://linkedgeodata.org/triplify/way17624524","Steinberg"
"http://linkedgeodata.org/triplify/way18815046","Anne-Frank-Straße"
"http://linkedgeodata.org/triplify/way19027523","Herbramer Straße"
"http://linkedgeodata.org/triplify/way19029062","Zum Karlsberg"
"http://linkedgeodata.org/triplify/way19029070","Zum Sauertal"
"http://linkedgeodata.org/triplify/way19035294","Im Sudahl"
"http://linkedgeodata.org/triplify/way19035298","Kirchborchener Straße"
"http://linkedgeodata.org/triplify/way19038020","Gogrevenstraße"
"http://linkedgeodata.org/triplify/way19064541","Hugo-Koch-Weg"
"http://linkedgeodata.org/triplify/way19082375","Am Atlaswerk"
"http://linkedgeodata.org/triplify/way19082378","Am Atlaswerk"
"http://linkedgeodata.org/triplify/way19082379","Merseburger Straße"
"http://linkedgeodata.org/triplify/way19082381","Dessauer Straße"
"http://linkedgeodata.org/triplify/way19083145","Halberstädter Straße"
"http://linkedgeodata.org/triplify/way19179258","Bürener Weg"
"http://linkedgeodata.org/triplify/way19179259","Steinhauser Weg"
"http://linkedgeodata.org/triplify/way19179261","Brakeler Straße"
"http://linkedgeodata.org/triplify/way19179262","Alfener Weg"
"http://linkedgeodata.org/triplify/way19179263","Tudorfer Weg"
"http://linkedgeodata.org/triplify/way19179264","Wewelsburger Weg"
"http://linkedgeodata.org/triplify/way19179266","Auf der Lieth"
"http://linkedgeodata.org/triplify/way19179267","Borgentreicher Weg"
"http://linkedgeodata.org/triplify/way19179268","Auf der Lieth"
"http://linkedgeodata.org/triplify/way19180011","Bonenburger Weg"
"http://linkedgeodata.org/triplify/way19180012","Auenhauser Weg"
"http://linkedgeodata.org/triplify/way19180013","Bühner Weg"
"http://linkedgeodata.org/triplify/way19180014","Hardehauser Weg"
"http://linkedgeodata.org/triplify/way19180015","Hardehauser Weg"
"http://linkedgeodata.org/triplify/way19180433","Wünnenberger Weg"
"http://linkedgeodata.org/triplify/way19180434","Haarener Weg"
"http://linkedgeodata.org/triplify/way19180435","Wünnenberger Weg"
"http://linkedgeodata.org/triplify/way19181840","Borgholzer Weg"
"http://linkedgeodata.org/triplify/way19181841","Ettelner Weg"
"http://linkedgeodata.org/triplify/way19181842","Ettelner Weg"
"http://linkedgeodata.org/triplify/way19181846","Bökendorfer Weg"
"http://linkedgeodata.org/triplify/way19181847","Rhederweg"
"http://linkedgeodata.org/triplify/way19181848","Beverunger Weg"
"http://linkedgeodata.org/triplify/way19181849","Beverunger Weg"
"http://linkedgeodata.org/triplify/way19181850","Peckelsheimer Weg"
"http://linkedgeodata.org/triplify/way19181853","Thienhauser Weg"
"http://linkedgeodata.org/triplify/way19181854","Sommerseller Weg"
"http://linkedgeodata.org/triplify/way19181855","Sommerseller Weg"
"http://linkedgeodata.org/triplify/way19181857","Ottenhauser Weg"
"http://linkedgeodata.org/triplify/way19181861","Bergheimer Weg"
"http://linkedgeodata.org/triplify/way19181862","Bergheimer Weg"
"http://linkedgeodata.org/triplify/way19181863","Fölsener Weg"
"http://linkedgeodata.org/triplify/way19181864","Daseburger Weg"
"http://linkedgeodata.org/triplify/way19181866","Peckelsheimer Weg"
"http://linkedgeodata.org/triplify/way19181856","Ottenhauser Weg"
"http://linkedgeodata.org/triplify/way19181858","Bergheimer Weg"
"http://linkedgeodata.org/triplify/way19181860","Bergheimer Weg"
"http://linkedgeodata.org/triplify/way19201526","Penzlinger Straße"
"http://linkedgeodata.org/triplify/way19201527","Kleine Penzlinger Straße"
"http://linkedgeodata.org/triplify/way19201528","Gertrud-Gröninger-Straße"
"http://linkedgeodata.org/triplify/way19201529","Pelizaeusstraße"
"http://linkedgeodata.org/triplify/way19201530","Pelizaeusstraße"
"http://linkedgeodata.org/triplify/way19202356","Fechtelerstraße"
"http://linkedgeodata.org/triplify/way19202357","Fechtelerstraße"
"http://linkedgeodata.org/triplify/way19202362","Fröbelstraße"
"http://linkedgeodata.org/triplify/way19202364","Fröbelstraße"
"http://linkedgeodata.org/triplify/way19202367","Wichartstraße"
"http://linkedgeodata.org/triplify/way19202368","Plaßmannstraße"
"http://linkedgeodata.org/triplify/way19202370","Kanzler-Wippermann-Straße"
"http://linkedgeodata.org/triplify/way19203173","Piepenturmweg"
"http://linkedgeodata.org/triplify/way19203175","Lange Wenne"
"http://linkedgeodata.org/triplify/way19203177","Jentzschstraße"
"http://linkedgeodata.org/triplify/way19203181","Marienmünsterweg"
"http://linkedgeodata.org/triplify/way19203183","Marienmünsterweg"
"http://linkedgeodata.org/triplify/way19203185","Marienmünsterweg"
"http://linkedgeodata.org/triplify/way19204221","Tempelhofer Straße"
"http://linkedgeodata.org/triplify/way19204222","Tempelhofer Straße"
"http://linkedgeodata.org/triplify/way19204223","Tempelhofer Straße"
"http://linkedgeodata.org/triplify/way19204224","Auf der Töterlöh"
"http://linkedgeodata.org/triplify/way19204225","Linnebornweg"
"http://linkedgeodata.org/triplify/way19204226","Niels-Stensen-Straße"
"http://linkedgeodata.org/triplify/way19204227","Sattyweg"
"http://linkedgeodata.org/triplify/way19204228","Sattyweg"
"http://linkedgeodata.org/triplify/way19204229","Lauensteinweg"
"http://linkedgeodata.org/triplify/way19204231","Kaspar-Schulte-Weg"
"http://linkedgeodata.org/triplify/way19204232","Niels-Stensen-Straße"
"http://linkedgeodata.org/triplify/way19206330","Langer Weg"
"http://linkedgeodata.org/triplify/way19206331","Langer Weg"
"http://linkedgeodata.org/triplify/way19206332","Langer Weg"
"http://linkedgeodata.org/triplify/way19206333","Petersstraße"
"http://linkedgeodata.org/triplify/way19206334","Brandisstraße"
"http://linkedgeodata.org/triplify/way19206339","Richterstraße"
"http://linkedgeodata.org/triplify/way19206340","Brandisstraße"
"http://linkedgeodata.org/triplify/way19206341","Dörener Weg"
"http://linkedgeodata.org/triplify/way19206342","Willy-Lucas-Weg"
"http://linkedgeodata.org/triplify/way19206344","Christoph-Tölle-Straße"
"http://linkedgeodata.org/triplify/way19206345","Gotenweg"
"http://linkedgeodata.org/triplify/way19206346","Gotenweg"
"http://linkedgeodata.org/triplify/way19206348","Eibenweg"
"http://linkedgeodata.org/triplify/way19206349","Eibenweg"
"http://linkedgeodata.org/triplify/way19206350","Eibenweg"
"http://linkedgeodata.org/triplify/way19212621","Gertrud-Gröninger-Straße"
"http://linkedgeodata.org/triplify/way19212622","Theresienstraße"
"http://linkedgeodata.org/triplify/way19212623","Theresienstraße"
"http://linkedgeodata.org/triplify/way19212625","Arminiusstraße"
"http://linkedgeodata.org/triplify/way19212626","Marsenweg"
"http://linkedgeodata.org/triplify/way19212627","Marsenweg"
"http://linkedgeodata.org/triplify/way19212628","Arminiusstraße"
"http://linkedgeodata.org/triplify/way19212629","Arminiusstraße"
"http://linkedgeodata.org/triplify/way19214317","Robert-Koch-Straße"
"http://linkedgeodata.org/triplify/way19214319","Robert-Koch-Straße"
"http://linkedgeodata.org/triplify/way19214321","Robert-Koch-Straße"
"http://linkedgeodata.org/triplify/way19214324","Robert-Koch-Straße"
"http://linkedgeodata.org/triplify/way19215682","Lothringer Weg"
"http://linkedgeodata.org/triplify/way19215684","Akeleienweg"
"http://linkedgeodata.org/triplify/way19215685","Asternweg"
"http://linkedgeodata.org/triplify/way19215686","Haselweg"
"http://linkedgeodata.org/triplify/way19215687","Haselweg"
"http://linkedgeodata.org/triplify/way19215688","Dahlienweg"
"http://linkedgeodata.org/triplify/way19215689","Malvenweg"
"http://linkedgeodata.org/triplify/way19215691","Goldregenweg"
"http://linkedgeodata.org/triplify/way19215692","Goldregenweg"
"http://linkedgeodata.org/triplify/way19215694","An der Springbeke"
"http://linkedgeodata.org/triplify/way19215695","Fliederweg"
"http://linkedgeodata.org/triplify/way19215696","Ginsterweg"
"http://linkedgeodata.org/triplify/way19215698","Fliederweg"
"http://linkedgeodata.org/triplify/way19215699","Fliederweg"
"http://linkedgeodata.org/triplify/way19215700","Fliederweg"
"http://linkedgeodata.org/triplify/way19215811","Willy-Lucas-Weg"
"http://linkedgeodata.org/triplify/way19242820","Am Rippinger Weg"
"http://linkedgeodata.org/triplify/way19337150","Kaukenberg"
"http://linkedgeodata.org/triplify/way19337152","Minzeweg"
"http://linkedgeodata.org/triplify/way19337901","Minzeweg"
"http://linkedgeodata.org/triplify/way19337903","Bussardweg"
"http://linkedgeodata.org/triplify/way19337906","Kaukenberg"
"http://linkedgeodata.org/triplify/way19337907","Enzianweg"
"http://linkedgeodata.org/triplify/way19337908","Thymianweg"
"http://linkedgeodata.org/triplify/way19337909","Thymianweg"
"http://linkedgeodata.org/triplify/way19338277","Mistelweg"
"http://linkedgeodata.org/triplify/way19338278","Mistelweg"
"http://linkedgeodata.org/triplify/way19338280","Mistelweg"
"http://linkedgeodata.org/triplify/way19338281","Mistelweg"
"http://linkedgeodata.org/triplify/way19339056","Enzianweg"
"http://linkedgeodata.org/triplify/way19339057","Enzianweg"
"http://linkedgeodata.org/triplify/way19339058","Enzianweg"
"http://linkedgeodata.org/triplify/way19339061","Enzianweg"
"http://linkedgeodata.org/triplify/way19339062","Enzianweg"
"http://linkedgeodata.org/triplify/way19339063","Enzianweg"
"http://linkedgeodata.org/triplify/way19339064","Arnikaweg"
"http://linkedgeodata.org/triplify/way19339065","Arnikaweg"
"http://linkedgeodata.org/triplify/way19344386","Arnikaweg"
"http://linkedgeodata.org/triplify/way19344388","Arnikaweg"
"http://linkedgeodata.org/triplify/way19344395","Piepenturmweg"
"http://linkedgeodata.org/triplify/way19344396","Piepenturmweg"
"http://linkedgeodata.org/triplify/way19344399","Piepenturmweg"
"http://linkedgeodata.org/triplify/way19344401","Piepenturmweg"
"http://linkedgeodata.org/triplify/way19344402","Piepenturmweg"
"http://linkedgeodata.org/triplify/way19344404","Piepenturmweg"
"http://linkedgeodata.org/triplify/way19344405","Gottfried-Keller-Weg"
"http://linkedgeodata.org/triplify/way19344408","Theodor-Storm-Weg"
"http://linkedgeodata.org/triplify/way19344409","Piepenturmweg"
"http://linkedgeodata.org/triplify/way19344411","Uhlandstraße"
"http://linkedgeodata.org/triplify/way19344414","Uhlandstraße"
"http://linkedgeodata.org/triplify/way19344415","Raabestraße"
"http://linkedgeodata.org/triplify/way19344982","Fontanestraße"
"http://linkedgeodata.org/triplify/way19344985","Mörikestraße"
"http://linkedgeodata.org/triplify/way19344986","Mörikestraße"
"http://linkedgeodata.org/triplify/way19344987","Mörikestraße"
"http://linkedgeodata.org/triplify/way19344990","Klingenderstraße"
"http://linkedgeodata.org/triplify/way19345946","Steubenstraße"
"http://linkedgeodata.org/triplify/way19345947","Vattmannstraße"
"http://linkedgeodata.org/triplify/way19345950","Eggertstraße"
"http://linkedgeodata.org/triplify/way19345951","Randebrockstraße"
"http://linkedgeodata.org/triplify/way19345952","Friedrich-List-Straße"
"http://linkedgeodata.org/triplify/way19345955","Friedrich-List-Straße"
"http://linkedgeodata.org/triplify/way19345956","Friedrich-List-Straße"
"http://linkedgeodata.org/triplify/way19345957","Friedrich-List-Straße"
"http://linkedgeodata.org/triplify/way19345959","Friedrich-List-Straße"
"http://linkedgeodata.org/triplify/way19346581","Otto-Stadler-Straße"
"http://linkedgeodata.org/triplify/way19346582","Herlestraße"
"http://linkedgeodata.org/triplify/way19347548","Alois-Lödige-Straße"
"http://linkedgeodata.org/triplify/way19347550","Steubenstraße"
"http://linkedgeodata.org/triplify/way19347553","Rohrbachweg"
"http://linkedgeodata.org/triplify/way19347554","Karl-Schoppe-Weg"
"http://linkedgeodata.org/triplify/way19347557","Pagendarmweg"
"http://linkedgeodata.org/triplify/way19347560","Eisteich"
"http://linkedgeodata.org/triplify/way19347562","Eisteich"
"http://linkedgeodata.org/triplify/way19347565","Eisteich"
"http://linkedgeodata.org/triplify/way19349622","An den Lothewiesen"
"http://linkedgeodata.org/triplify/way19349626","Im Dörener Feld"
"http://linkedgeodata.org/triplify/way19349631","Herlestraße"
"http://linkedgeodata.org/triplify/way19349633","Senefelderstraße"
"http://linkedgeodata.org/triplify/way19349636","Senefelderstraße"
"http://linkedgeodata.org/triplify/way19349637","Otto-Stadler-Straße"
"http://linkedgeodata.org/triplify/way19349640","Otto-Stadler-Straße"
"http://linkedgeodata.org/triplify/way19349644","Im Dörener Feld"
"http://linkedgeodata.org/triplify/way19349646","Im Dörener Feld"
"http://linkedgeodata.org/triplify/way19349647","Seskerbruch"
"http://linkedgeodata.org/triplify/way19349650","Heidturmweg"
"http://linkedgeodata.org/triplify/way19349652","Therese-Pöhler-Weg"
"http://linkedgeodata.org/triplify/way19351342","George-Marshall-Ring"
"http://linkedgeodata.org/triplify/way19351343","George-Marshall-Ring"
"http://linkedgeodata.org/triplify/way19369401","Weißdornweg"
"http://linkedgeodata.org/triplify/way19369406","Am Springbach"
"http://linkedgeodata.org/triplify/way19369408","Am Springbach"
"http://linkedgeodata.org/triplify/way19369409","Arnikaweg"
"http://linkedgeodata.org/triplify/way19369412","Salbeiweg"
"http://linkedgeodata.org/triplify/way19369415","Arnikaweg"
"http://linkedgeodata.org/triplify/way19369418","Enzianweg"
"http://linkedgeodata.org/triplify/way19369420","Melisseweg"
"http://linkedgeodata.org/triplify/way19371579","Melisseweg"
"http://linkedgeodata.org/triplify/way19371580","Enzianweg"
"http://linkedgeodata.org/triplify/way19382459","Andreasstraße"
"http://linkedgeodata.org/triplify/way19384228","Marienmünsterweg"
"http://linkedgeodata.org/triplify/way19397781","Dr.-Rörig-Damm"
"http://linkedgeodata.org/triplify/way19397782","Schwabenweg"
"http://linkedgeodata.org/triplify/way19631734","Krumme Grund"
"http://linkedgeodata.org/triplify/way19634289","Knickweg"
"http://linkedgeodata.org/triplify/way19634290","Am Burbusch"
"http://linkedgeodata.org/triplify/way19634293","Haxtergrund"
"http://linkedgeodata.org/triplify/way19634298","Lichtenturmweg"
"http://linkedgeodata.org/triplify/way19634299","Lichtenturmweg"
"http://linkedgeodata.org/triplify/way19634301","Lichtenturmweg"
"http://linkedgeodata.org/triplify/way19787255","Rotheweg"
"http://linkedgeodata.org/triplify/way19787256","Elsässer Weg"
"http://linkedgeodata.org/triplify/way19787257","Schäferweg"
"http://linkedgeodata.org/triplify/way19787258","Burgunder Weg"
"http://linkedgeodata.org/triplify/way19787260","Stauferweg"
"http://linkedgeodata.org/triplify/way19787261","Ottonenweg"
"http://linkedgeodata.org/triplify/way19787262","Auf der Sühle"
"http://linkedgeodata.org/triplify/way19787264","Auf der Sühle"
"http://linkedgeodata.org/triplify/way19787265","Auf der Sühle"
"http://linkedgeodata.org/triplify/way19787266","Mährenstraße"
"http://linkedgeodata.org/triplify/way19787268","Am Behrenteich"
"http://linkedgeodata.org/triplify/way19787270","Kardinal-Bertram-Weg"
"http://linkedgeodata.org/triplify/way19787271","Rotheweg"
"http://linkedgeodata.org/triplify/way19787273","Rotheweg"
"http://linkedgeodata.org/triplify/way19787274","Rotheweg"
"http://linkedgeodata.org/triplify/way19787275","Rotheweg"
"http://linkedgeodata.org/triplify/way19787276","Rotheweg"
"http://linkedgeodata.org/triplify/way19787277","Rotheweg"
"http://linkedgeodata.org/triplify/way19787278","Rotheweg"
"http://linkedgeodata.org/triplify/way19787279","Österreicher Weg"
"http://linkedgeodata.org/triplify/way19787280","Wagnerweg"
"http://linkedgeodata.org/triplify/way19787281","Elsa-Brändström-Weg"
"http://linkedgeodata.org/triplify/way19787282","Lagesche Straße"
"http://linkedgeodata.org/triplify/way19787283","Robert-Schumann-Weg"
"http://linkedgeodata.org/triplify/way19787284","Österreicher Weg"
"http://linkedgeodata.org/triplify/way19787285","Dr.-Mertens-Weg"
"http://linkedgeodata.org/triplify/way19787287","Detmolder Straße"
"http://linkedgeodata.org/triplify/way19787288","Bruktererweg"
"http://linkedgeodata.org/triplify/way19787289","Lothringer Weg"
"http://linkedgeodata.org/triplify/way19787352","Salierstraße"
"http://linkedgeodata.org/triplify/way19787353","Dr.-Rörig-Damm"
"http://linkedgeodata.org/triplify/way19787354","Dr.-Rörig-Damm"
"http://linkedgeodata.org/triplify/way19788163","Arnikaweg"
"http://linkedgeodata.org/triplify/way19788276","Arnikaweg"
"http://linkedgeodata.org/triplify/way19788334","Lichtenauer Weg"
"http://linkedgeodata.org/triplify/way19788335","Arnold-Schlüter-Weg"
"http://linkedgeodata.org/triplify/way19788336","Güldenpfennigweg"
"http://linkedgeodata.org/triplify/way19788407","Halberstädter Straße"
"http://linkedgeodata.org/triplify/way19791078","Kisau"
"http://linkedgeodata.org/triplify/way19791079","Westernmauer"
"http://linkedgeodata.org/triplify/way19791080","Heiersmauer"
"http://linkedgeodata.org/triplify/way19791081","Am Stadelhof"
"http://linkedgeodata.org/triplify/way19791082","An den Kapuzinern"
"http://linkedgeodata.org/triplify/way19791083","Uhlenstraße"
"http://linkedgeodata.org/triplify/way19791096","Ükern"
"http://linkedgeodata.org/triplify/way19791249","Meinwerkstraße"
"http://linkedgeodata.org/triplify/way19791250","Spitalmauer"
"http://linkedgeodata.org/triplify/way19791251","Apengasse"
"http://linkedgeodata.org/triplify/way19791252","Westernmauer"
"http://linkedgeodata.org/triplify/way19791254","Alte Torgasse"
"http://linkedgeodata.org/triplify/way19791255","Königstraße"
"http://linkedgeodata.org/triplify/way19791256","Königstraße"
"http://linkedgeodata.org/triplify/way19791257","Am Damm"
"http://linkedgeodata.org/triplify/way19791258","Kuhgasse"
"http://linkedgeodata.org/triplify/way19791259","Kuhgasse"
"http://linkedgeodata.org/triplify/way19791260","An der Warmen Pader"
"http://linkedgeodata.org/triplify/way19791261","Bachstraße"
"http://linkedgeodata.org/triplify/way19791262","Kleppergasse"
"http://linkedgeodata.org/triplify/way19791263","Padergasse"
"http://linkedgeodata.org/triplify/way19791264","Weberberg"
"http://linkedgeodata.org/triplify/way19791265","Paderberg"
"http://linkedgeodata.org/triplify/way19791266","Am Abdinghof"
"http://linkedgeodata.org/triplify/way19791267","Am Abdinghof"
"http://linkedgeodata.org/triplify/way19791269","Liliengasse"
"http://linkedgeodata.org/triplify/way19791270","Westernmauer"
"http://linkedgeodata.org/triplify/way19791274","Am Ikenberg"
"http://linkedgeodata.org/triplify/way19791370","Franziskanermauer"
"http://linkedgeodata.org/triplify/way19795201","Fürstenallee"
"http://linkedgeodata.org/triplify/way19795203","Hermann-Löns-Straße"
"http://linkedgeodata.org/triplify/way19797464","Franziskanermauer"
"http://linkedgeodata.org/triplify/way19797465","Kasseler Mauer"
"http://linkedgeodata.org/triplify/way19798297","Jesuitenmauer"
"http://linkedgeodata.org/triplify/way19798298","Langenohlgasse"
"http://linkedgeodata.org/triplify/way19798299","Jesuitenmauer"
"http://linkedgeodata.org/triplify/way19798302","Domplatz"
"http://linkedgeodata.org/triplify/way19798304","Domgäßchen"
"http://linkedgeodata.org/triplify/way19798305","Am Rothoborn"
"http://linkedgeodata.org/triplify/way19798309","Thisaut"
"http://linkedgeodata.org/triplify/way19798310","Dompropsteigasse"
"http://linkedgeodata.org/triplify/way19798312","Hathumarstraße"
"http://linkedgeodata.org/triplify/way19798313","Hathumarstraße"
"http://linkedgeodata.org/triplify/way19798460","An der Wasserkunst"
"http://linkedgeodata.org/triplify/way19798461","Jenny-Aloni-Weg"
"http://linkedgeodata.org/triplify/way19798463","Auf den Dielen"
"http://linkedgeodata.org/triplify/way19798465","Am Haxthausenhof"
"http://linkedgeodata.org/triplify/way19798467","Inselspitzenweg"
"http://linkedgeodata.org/triplify/way19799315","Am Rothoborn"
"http://linkedgeodata.org/triplify/way19800724","Liboriberg"
"http://linkedgeodata.org/triplify/way19800988","Hathumarstraße"
"http://linkedgeodata.org/triplify/way19801266","Rosenstraße"
"http://linkedgeodata.org/triplify/way19803703","An der Alten Synagoge"
"http://linkedgeodata.org/triplify/way19803704","Gesellenhausgasse"
"http://linkedgeodata.org/triplify/way19803705","Stiftsgasse"
"http://linkedgeodata.org/triplify/way19803707","Giersmauer"
"http://linkedgeodata.org/triplify/way19803708","Krummer Ellenbogen"
"http://linkedgeodata.org/triplify/way19803709","Krummer Ellenbogen"
"http://linkedgeodata.org/triplify/way19803710","Krumme Grube"
"http://linkedgeodata.org/triplify/way19803711","An der Burg"
"http://linkedgeodata.org/triplify/way19803712","Krumme Grube"
"http://linkedgeodata.org/triplify/way19803714","Gaukirchweg"
"http://linkedgeodata.org/triplify/way19803715","Jühenplatz"
"http://linkedgeodata.org/triplify/way19803716","Jühengasse"
"http://linkedgeodata.org/triplify/way19803717","Jühenplatz"
"http://linkedgeodata.org/triplify/way19803848","Franziskanergasse"
"http://linkedgeodata.org/triplify/way19803850","Mariengässchen"
"http://linkedgeodata.org/triplify/way19803851","Rathauspassage"
"http://linkedgeodata.org/triplify/way19803852","Marienplatz"
"http://linkedgeodata.org/triplify/way19803894","Inselspitzenweg"
"http://linkedgeodata.org/triplify/way19803896","Königsplatz"
"http://linkedgeodata.org/triplify/way19831291","Scharmeder Stadtweg"
"http://linkedgeodata.org/triplify/way19831293","Scharmeder Stadtweg"
"http://linkedgeodata.org/triplify/way19831294","Heimatweg"
"http://linkedgeodata.org/triplify/way19831640","Ortslietsbrücke"
"http://linkedgeodata.org/triplify/way19831642","Im Dahle"
"http://linkedgeodata.org/triplify/way19831877","Taubengrund"
"http://linkedgeodata.org/triplify/way19831878","Taubengrund"
"http://linkedgeodata.org/triplify/way19832100","Husener Weg"
"http://linkedgeodata.org/triplify/way19832103","Husener Weg"
"http://linkedgeodata.org/triplify/way19832105","Haxtergrund"
"http://linkedgeodata.org/triplify/way19850388","Neuer Platz"
"http://linkedgeodata.org/triplify/way19850391","Klingelgasse"
"http://linkedgeodata.org/triplify/way19850717","Gutenbergstraße"
"http://linkedgeodata.org/triplify/way19850719","Franz-Stock-Platz"
"http://linkedgeodata.org/triplify/way19852389","Westernstraße"
"http://linkedgeodata.org/triplify/way19852390","Westernmauer"
"http://linkedgeodata.org/triplify/way19852392","Brückengasse"
"http://linkedgeodata.org/triplify/way19852393","Alte Torgasse"
"http://linkedgeodata.org/triplify/way19852394","Königstraße"
"http://linkedgeodata.org/triplify/way19852395","Brückengasse"
"http://linkedgeodata.org/triplify/way19852396","Königsplatz"
"http://linkedgeodata.org/triplify/way19852397","Königsplatz"
"http://linkedgeodata.org/triplify/way19852398","Königsplatz"
"http://linkedgeodata.org/triplify/way19852399","Königsplatz"
"http://linkedgeodata.org/triplify/way19860634","Im Düstern"
"http://linkedgeodata.org/triplify/way19860635","Im Düstern"
"http://linkedgeodata.org/triplify/way19892686","Le-Mans-Wall"
"http://linkedgeodata.org/triplify/way19892687","Borchener Straße"
"http://linkedgeodata.org/triplify/way19892688","Am Westerntor"
"http://linkedgeodata.org/triplify/way19892691","Eckstraße"
"http://linkedgeodata.org/triplify/way19892692","Eckstraße"
"http://linkedgeodata.org/triplify/way20034208","Am Bischofsteich"
"http://linkedgeodata.org/triplify/way20034209","Am Bischofsteich"
"http://linkedgeodata.org/triplify/way20034210","Rolandsweg"
"http://linkedgeodata.org/triplify/way20034211","Rolandsweg"
"http://linkedgeodata.org/triplify/way20034212","Greitelerweg"
"http://linkedgeodata.org/triplify/way20034213","Tegelweg"
"http://linkedgeodata.org/triplify/way20034216","Hermannstraße"
"http://linkedgeodata.org/triplify/way20034217","Tegelweg"
"http://linkedgeodata.org/triplify/way20034218","Schützenplatz"
"http://linkedgeodata.org/triplify/way20034221","Reumontstraße"
"http://linkedgeodata.org/triplify/way20034223","Reumontstraße"
"http://linkedgeodata.org/triplify/way20034224","Rolandsweg"
"http://linkedgeodata.org/triplify/way20034225","Stolbergallee"
"http://linkedgeodata.org/triplify/way20034226","Hans-Sandhage-Weg"
"http://linkedgeodata.org/triplify/way20037233","Franz-Schwarzendahl-Weg"
"http://linkedgeodata.org/triplify/way20037234","Hillebrandstraße"
"http://linkedgeodata.org/triplify/way20037235","Doktor-Auffenberg-Weg"
"http://linkedgeodata.org/triplify/way20037236","Schützenweg"
